City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE_OLD;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential_old;Mobile_potential
Barchfeld-Immelborn;0;;;75;4;10 - 19;;;;10;11;;;;1527.6317560114799;2402.927886314365
Ibbenbüren;0;500.001 - 2.500.000;873853;44;13;10 - 19;;;;10;12;;;;1814.75241506748;1829.7561195157155
Sonsbeck;0;;;50;4;10 - 19;;;;10;14;;;;1546.3811555434802;2340.4646246375405
Winnweiler;0;;;59;4;10 - 19;;;;12;14;;;;1546.3811555434802;2509.1035068391066
München;0;250.001 - 500.000;450000;62;14;20 - 49;;;;21;24;;;;1579.3259547334794;2517.1874373160854
Weimar;0;;;50;4;10 - 19;;;;15;16;;;;1604.4404771434797;1779.4120236031915
Hessisch Oldendorf;0;500.001 - 2.500.000;1450000;40;16;10 - 19;;;;18;21;;;;2749.9395549046803;3378.54079541385
Ottweiler;0;250.001 - 500.000;500000;49;14;20 - 49;;;;39;42;;;;1510.44595304028;2249.6744055487197
Passow;0;2.500.001 - 5.000.000;3500000;1;20;10 - 19;290;292;292;11;12;7;7;0;1589.0679776806799;1635.781106368232
Papenburg;0;;;72;;20 - 49;291;290;292;42;46;17;17;1;2578.2887203750797;2925.8233814778323
Wolfsburg;0;;;78;4;10 - 19;;;;16;20;;;;1766.3641799794805;2563.051458063045
Garching;0;500.001 - 2.500.000;2025000;56;14;10 - 19;;;;12;13;;;;1553.1473399914798;2524.577556829039
Rotenburg;0;;;62;14;10 - 19;;;;12;17;;;;1553.1473399914798;1885.1316715501503
Krefeld;0;;;72;14;20 - 49;291;291;291;25;26;289;285;13;2603.5007852866797;3459.309583880395
Herbstein;0;100.001 - 250.000;215000;49;13;20 - 49;;;;20;23;;;;1385.06364818028;2097.5369031912282
Bielefeld;0;5.000.001 - 25.000.000;6200000;42;14;10 - 19;;;;13;17;;;;1752.6898348330792;2216.3722155386517
Bardowick;0;;;72;4;20 - 49;;;;31;32;;;;2596.73460083868;2995.893449674519
Köln;0;2.500.001 - 5.000.000;3000000;21;18;10 - 19;;;;10;15;;;;1595.5306430602795;2283.9452198138256
Markranstädt;0;500.001 - 2.500.000;825000;40;14;10 - 19;291;291;291;16;17;279;279;6;2168.80432023348;2347.440872239289
Löbau;0;;;9;4;10 - 19;291;290;291;12;14;17;17;2;1537.7746307746804;2528.576017080165
Königstein;0;;;83;28;10 - 19;;;;11;13;;;;1501.3520613682801;2355.0097998308756
Kirchenlamitz;0;;;75;4;10 - 19;;;;14;16;;;;1585.6910776114796;1701.1401580887753
Stuttgart;0;;;75;28;20 - 49;;;;20;24;;;;1980.9197408314799;2017.3034581609936
Nittenau;0;500.001 - 2.500.000;1450000;43;4;10 - 19;;;;11;13;;;;1429.37546574828;2123.594423214366
Frankfurt;0;;;28;14;10 - 19;291;291;291;15;18;;;;1540.6619834362791;1778.0142402134243
Hamburg;0;bis 100.000;20000;52;16;10 - 19;;;;14;19;;;;1219.2233676250798;1573.3023233529354
Hamm;0;;;76;13;10 - 19;291;291;291;18;19;110;104;12;1934.51802849948;2390.393656533122
Rothenburg;0;;;75;4;10 - 19;;;;11;16;;;;1527.6317560114799;2440.154460743835
Mücke;0;500.001 - 2.500.000;1800000;44;4;10 - 19;;;;12;16;;;;2016.1480531906805;2662.6823367404136
Langenhagen;0;500.001 - 2.500.000;1929079;43;4;20 - 49;;;;21;22;;;;1890.7492589194799;2756.5357519694344
Weimar;0;500.001 - 2.500.000;700000;43;14;10 - 19;;;;14;18;;;;1322.02291281228;2083.648999578789
Köln;0;250.001 - 500.000;250865;58;3;10 - 19;291;291;291;11;13;1021;1007;50;1249.7779886376;1903.1933345641469
Höchberg;0;;;43;14;10 - 19;;;;13;15;;;;1521.0361796794796;2071.911832226576
Griesheim;0;;;76;4;20 - 49;;;;22;22;;;;2011.1454176194802;2128.4449761953015
Weil am Rhein;0;;;43;14;10 - 19;;;;14;16;;;;1521.0361796794796;2458.440743713467
Bamberg;0;100.001 - 250.000;130000;72;4;10 - 19;291;291;291;10;15;89;89;3;1186.7251872094798;1350.8484849253714
Berlin;0;;;75;4;10 - 19;291;291;291;13;15;952;916;100;1656.0753655487995;2238.9826884439785
Lauf;0;500.001 - 2.500.000;750000;17;14;10 - 19;;;;19;22;;;;1740.2857634914797;2627.522876879197
Dresden;0;250.001 - 500.000;400000;54;16;10 - 19;;;;18;21;;;;1581.1298975122795;1786.3046209153172
Tübingen;0;500.001 - 2.500.000;700000;43;13;10 - 19;;;;10;13;;;;1263.9635912122799;1571.2503446560613
Niederwinkling;0;;;75;4;10 - 19;;;;12;14;;;;1527.6317560114799;1845.1817120968258
Stuttgart;0;;;83;28;10 - 19;291;291;291;11;13;840;819;54;1552.9869497735995;2003.4880023224748
Emsbüren;0;100.001 - 250.000;103636;71;4;10 - 19;291;291;291;10;15;;;;1169.6319912010797;1492.231766016253
Rhauderfehn;0;;;75;4;10 - 19;;;;12;13;;;;1527.6317560114799;2226.9931254624958
Lawalde-Lauba;0;;;75;4;10 - 19;;;;14;15;;;;1585.6910776114796;1896.917978561974
Hinterzarten;0;;;49;13;10 - 19;291;290;291;14;16;9;9;1;1550.8048581994794;1773.251029922747
Winsen;0;;;42;14;10 - 19;;;;15;18;;;;1611.2066615914796;2104.8527092205914
Nettetal;0;;;75;4;10 - 19;;;;19;21;;;;1927.7518440514802;2746.315824669269
Aachen;0;;;55;3;10 - 19;291;291;290;17;19;345;343;12;1865.80272709548;2785.8937965954037
Frankfurt;0;2.500.001 - 5.000.000;2988000;42;20;10 - 19;291;290;291;11;14;;;;1614.2800425922796;2309.1389384304766
Erlangen;0;;;9;14;20 - 49;291;291;291;49;49;145;142;7;1999.16220253548;2035.9780385459073
Wolfsburg;0;;;75;4;10 - 19;;;;16;17;;;;1728.7815472114803;2268.1740518173715
Reichenberg;0;500.001 - 2.500.000;1310000;43;31;10 - 19;;;;10;14;;;;1429.37546574828;2096.272253644023
Neustadt/Harz;0;;;75;4;10 - 19;;;;10;14;;;;1527.6317560114799;2273.4084156780045
Halle;0;;;41;14;10 - 19;;;;14;17;;;;1548.3608858842795;1753.9018761281125
Dortmund;0;bis 100.000;100000;47;4;10 - 19;291;290;290;12;17;449;439;26;1539.3647826766803;2340.1170221416555
Innernzell;0;;;74;4;10 - 19;291;292;290;10;12;1;1;0;1508.3978407966802;1684.445640782549
Wuppertal;0;bis 100.000;100000;24;14;10 - 19;;;;10;14;;;;1168.4118434722795;1823.5903959030543
Hockenheim;0;2.500.001 - 5.000.000;4390268;19;14;10 - 19;291;290;291;10;12;;;;1586.9119787410796;2392.1804268880246
Iserlohn;0;2.500.001 - 5.000.000;2918441;44;4;20 - 49;;;;35;40;;;;3166.5126662314806;3531.231730491121
Straubing;0;;;41;14;10 - 19;;;;10;12;;;;1484.11526604348;2430.4682282052995
Hörstel;0;500.001 - 2.500.000;808671;44;14;10 - 19;;;;13;14;;;;1903.69734986748;2312.2764289205143
Peißenberg;0;500.001 - 2.500.000;1700000;85;14;20 - 49;291;290;292;32;35;35;35;2;1961.9994083758802;2463.768104249295
Groß Oesingen;0;5.000.001 - 25.000.000;7000000;57;11;20 - 49;;;;25;30;;;;1997.7600687610798;2870.731361656854
Rellingen;0;;;76;13;10 - 19;;;;10;11;;;;1553.1473399914798;2034.1680053867963
Backnang;0;;;82;28;10 - 19;;;;12;15;;;;1534.39794045948;1654.9537321734026
Harsefeld;0;;;75;4;10 - 19;;;;10;10;;;;1527.6317560114799;2492.8306372869865
Alzenau;0;;;25;14;10 - 19;;;;12;16;;;;1534.39794045948;2192.3189516373486
Cottbus;0;;;76;14;20 - 49;;;;27;29;;;;2017.9116020674799;2562.334775112096
Oberstaufen;0;;;76;4;20 - 49;291;291;291;22;25;13;12;2;1991.3809725586805;2651.623400836385
Frechen;0;500.001 - 2.500.000;1932690;42;14;10 - 19;291;290;291;11;11;;;;1553.1473399914798;1797.5987526432941
Weil im Schönbuch;0;500.001 - 2.500.000;840000;61;4;10 - 19;291;290;290;11;13;;;;1344.36362231628;1359.9403366472545
Mendig;0;;;30;14;20 - 49;291;291;290;21;21;;;;1953.2693292034799;2518.4316492699954
Bad Brückenau;0;500.001 - 2.500.000;558325;41;4;10 - 19;;;;10;11;;;;1189.5821824810798;2000.4006352889355
Telgte;0;500.001 - 2.500.000;800000;15;4;10 - 19;;;;11;12;;;;1353.26463441228;1369.5840800875026
Hechingen;0;;;75;4;20 - 49;;;;42;42;;;;1992.3960180874801;2889.563772731531
Dormagen;0;;;82;28;10 - 19;;;;10;13;;;;1534.39794045948;1989.3657101350173
Bruchsal;0;;;47;31;20 - 49;;;;20;24;199;197;8;2551.88945833668;3096.9160260116114
Berlin;0;;;71;14;20 - 49;;;;20;21;;;;1901.6592313282795;2505.669896349803
Wemding;0;;;43;31;10 - 19;;;;13;15;;;;1521.0361796794796;1747.598737708877
Bad Ems;0;;;59;14;10 - 19;291;291;292;10;14;82;82;6;1527.93527507988;1890.894197988823
Wernau;0;500.001 - 2.500.000;900000;41;14;10 - 19;;;;10;13;;;;1315.93444268508;1564.6836767271525
Hamburg;0;;;42;14;20 - 49;291;290;291;21;23;1394;1061;533;2074.1452547435993;2983.685533949647
Bad Kreuznach;0;;;75;4;10 - 19;;;;11;13;;;;1527.6317560114799;1828.1431508378892
Soest;0;250.001 - 500.000;300000;64;4;10 - 19;;;;12;16;;;;1147.3104904810798;1282.1123985881627
Reinsdorf;0;;;43;16;20 - 49;;;;38;43;;;;1927.74112015548;2902.416719022135
Deuna;0;;;75;4;10 - 19;;;;14;17;;;;1585.6910776114796;2240.225824518903
Wetzlar;0;500.001 - 2.500.000;600000;61;4;10 - 19;;;;10;14;;;;1233.6785586562798;2212.423708210568
Friedeburg;0;;;40;14;10 - 19;;;;18;19;;;;2732.3263287382797;3228.619230968209
Montabaur;0;500.001 - 2.500.000;1000000;9;20;20 - 49;291;291;290;22;24;54;54;1;1741.02068833068;1799.1106205893152
Krumbach;0;;;43;14;20 - 49;;;;33;36;;;;1927.74112015548;2501.7185640139687
Bad Säckingen;0;;;76;13;10 - 19;;;;13;16;;;;1611.2066615914796;2232.167931414194
Hamburg;0;250.001 - 500.000;500000;40;15;10 - 19;291;290;291;11;16;;;;1332.50874411828;1563.4075751579605
Grünwald;0;2.500.001 - 5.000.000;3000000;62;14;20 - 49;;;;30;30;;;;2079.04430466828;2755.857151342504
Obernburg;0;;;76;14;10 - 19;291;290;291;11;15;33;31;2;1544.54081522268;2001.9681940241862
Hofheim;0;;;76;4;10 - 19;291;291;291;12;13;313;310;16;1546.3811555434802;2524.1093679887263
Dortmund;0;2.500.001 - 5.000.000;3830000;41;14;20 - 49;291;291;291;21;22;432;423;29;1999.1868647362799;2869.9738553792113
München;0;500.001 - 2.500.000;600000;72;4;10 - 19;291;290;291;11;14;;;;1284.13811853828;1471.4649003033455
Bamberg;0;;;49;4;10 - 19;;;;11;15;;;;1494.58587692028;1676.8281711678812
Biederitz;0;;;40;14;10 - 19;291;291;290;10;10;;;;1923.4355035894796;2415.7750631033464
Kassel;0;;;82;28;10 - 19;;;;10;13;;;;1534.39794045948;2205.27249592539
Lupburg;0;250.001 - 500.000;500000;72;14;10 - 19;;;;10;14;;;;1270.16536850628;1589.282029789372
Hübingen;0;;;49;28;10 - 19;;;;15;19;;;;1540.6619834362791;1673.9995643488096
Erlangen;0;;;75;4;10 - 19;;;;18;18;;;;1927.7518440514802;2648.4009739815115
Stralsund;0;;;61;4;10 - 19;;;;10;12;;;;1546.3811555434802;2431.810603644537
Rathenow;0;;;75;4;20 - 49;;;;48;52;;;;1992.3960180874801;2551.653186695811
Oldenburg;0;;;63;4;10 - 19;;;;12;15;;;;1546.3811555434802;2200.3930426267543
Olbernhau;0;500.001 - 2.500.000;1000000;42;20;10 - 19;;;;10;13;;;;1360.03081886028;2185.9490854614937
Münster;0;500.001 - 2.500.000;2400000;63;14;20 - 49;291;290;291;23;27;205;199;12;1999.16220253548;2615.9159099972658
Altrip;0;;;75;4;10 - 19;;;;11;14;;;;1527.6317560114799;1836.9096236862854
Espelkamp;0;;;24;14;20 - 49;291;290;291;20;22;;;;1963.36132375548;2385.7322724006085
Bremen;0;500.001 - 2.500.000;560000;50;14;50 - 99;;;;50;55;;;;1624.9274374234797;1980.6340249688756
Stuttgart;0;500.001 - 2.500.000;530000;70;31;10 - 19;;;;16;17;;;;1410.97587528108;2166.456445194476
Hersbruck;0;250.001 - 500.000;500000;59;16;10 - 19;;;;13;16;;;;1277.7651302242798;1924.1025896238857
Hamburg;0;500.001 - 2.500.000;1300000;42;4;10 - 19;;;;13;14;;;;1489.79827401228;2387.6791601145
Jessen;0;;;39;4;10 - 19;;;;12;14;;;;1546.3811555434802;2304.2186484147005
Lehesten;0;;;75;4;10 - 19;;;;14;19;;;;1585.6910776114796;2367.707738198774
Berlin;0;;;49;14;20 - 49;291;291;291;33;37;2723;2605;288;1823.030956928399;2593.7691710541617
Schwalmtal;0;;;42;14;10 - 19;291;291;291;11;13;163;160;12;1541.98941969948;1774.5714446340346
Rendsburg;0;;;75;4;10 - 19;;;;13;18;;;;1585.6910776114796;1928.1605476185562
Kelkheim;0;;;74;28;50 - 99;;;;50;53;;;;1892.2493802322797;2340.9097482177294
Stuttgart;0;;;64;28;10 - 19;291;290;291;17;17;;;;1776.6938301562795;2248.505990912921
Garbsen;0;;;76;46;10 - 19;291;290;291;13;18;459;450;22;1660.246752291479;1951.7414092793474
Eberswalde;0;;;63;4;10 - 19;291;290;292;12;16;31;31;2;1521.1690906318804;2168.4739299560197
Eitorf;0;;;75;28;10 - 19;;;;19;24;;;;1934.51802849948;2546.4458946369655
Grünwald;0;2.500.001 - 5.000.000;4700000;49;14;20 - 49;291;290;291;36;36;965;937;66;2138.2606905611997;2332.47080090659
Möckern;0;500.001 - 2.500.000;584000;32;14;10 - 19;291;292;291;10;13;;;;1254.92678350428;1931.6747690081947
Waldsee;0;250.001 - 500.000;275000;43;13;10 - 19;;;;10;13;;;;1189.3521500602797;1602.3189463223885
Leopoldshöhe;0;;;75;4;10 - 19;;;;16;18;;;;1728.7815472114803;2463.3992034631265
Gefrees;0;100.001 - 250.000;185000;40;4;10 - 19;291;291;290;15;20;;;;1437.3497292502798;1973.9741609657704
Kirchhundem;0;250.001 - 500.000;300000;43;14;10 - 19;;;;10;10;;;;1189.3521500602797;2089.3155756785695
Neu-Ulm;0;2.500.001 - 5.000.000;3206358;85;14;20 - 49;291;291;291;21;22;269;265;9;2042.0524434322797;2667.628619468117
Markgröningen;0;500.001 - 2.500.000;1500000;26;14;20 - 49;290;290;290;20;23;;;;1899.8027934634797;2726.9483102686117
Flensburg;0;500.001 - 2.500.000;1000000;40;4;20 - 49;;;;21;26;;;;2076.9242434174803;2341.9019806276056
Kaulsdorf;0;;;38;14;10 - 19;291;292;291;10;14;;;;1553.1473399914798;1650.5709248812968
Lissendorf;0;;;75;4;10 - 19;;;;17;20;;;;1849.18815521148;2182.747362025004
Nidda;0;500.001 - 2.500.000;1100000;43;4;10 - 19;;;;12;14;;;;1299.3180700522798;2146.998319779592
Kempten;0;;;50;4;10 - 19;291;290;290;14;15;56;53;4;1586.93294027868;1759.0404945094908
Bielefeld;0;bis 100.000;80000;55;31;20 - 49;291;291;291;23;24;218;209;18;1486.81694720748;2419.3749758408544
Wettenberg;0;100.001 - 250.000;200000;9;4;10 - 19;;;;12;16;;;;1186.8125866522798;1382.5301076347428
Ratzeburg;0;;;77;46;10 - 19;;;;10;14;;;;1553.1473399914798;2383.7597421854225
Tübingen;0;;;75;14;10 - 19;291;291;292;14;19;130;129;3;1594.6011214486796;1960.580418573878
Eisenach;0;;;78;4;10 - 19;;;;13;16;;;;2132.43729980268;2712.7146406873726
Buchholz;0;500.001 - 2.500.000;1500000;42;14;10 - 19;;;;12;14;;;;1519.54594766028;2487.137421986486
Düsseldorf;0;;;73;14;10 - 19;291;291;291;15;17;;;;1592.4572620594795;1855.343680800607
Lübeck;0;;;31;14;10 - 19;;;;17;20;;;;1874.70373919148;2693.161719354418
Berlin;0;;;75;4;20 - 49;;;;27;29;;;;1992.3960180874801;2930.082536801264
Bad Kissingen;0;;;76;13;10 - 19;;;;19;21;;;;1953.26742803148;2336.4157613332313
Dahn;0;250.001 - 500.000;450000;62;14;10 - 19;;;;12;15;;;;1219.7058086242798;1697.4338318618252
Berlin;0;;;75;4;20 - 49;;;;25;27;;;;1992.3960180874801;2249.0665348604152
Lage;0;;;82;14;10 - 19;;;;10;15;;;;1553.1473399914798;2008.856304837855
Berlin;0;;;83;46;20 - 49;;;;25;27;;;;1938.6510925642797;2077.4774206508373
Nideggen;0;;;77;14;20 - 49;291;290;291;32;33;52;52;2;1990.5556777666802;2075.8533878734456
Gießen;0;;;50;14;10 - 19;;;;10;13;;;;1553.1473399914798;2282.136735949664
Hannover;0;;;84;14;10 - 19;291;291;291;16;20;740;729;31;1709.3804412083994;1945.5328480910416
Saarbrücken;0;;;61;14;10 - 19;291;291;291;13;14;186;185;8;1618.7981408314795;2555.764071249812
Darmstadt;0;;;61;26;20 - 49;;;;26;29;;;;2017.9116020674799;2727.7135452399816
Recke;0;500.001 - 2.500.000;1000000;68;16;10 - 19;;;;10;12;;;;1341.28141932828;1768.9508141252682
Lich;0;;;22;4;10 - 19;290;292;290;13;16;42;42;4;1594.5244195186801;1883.2724350418785
Köln;0;500.001 - 2.500.000;1500000;50;14;10 - 19;;;;13;14;;;;1558.8558697282797;2354.5154843959817
Tholey;0;;;43;14;10 - 19;;;;10;10;;;;1462.9768580794803;2015.569777246371
Nürtingen;0;250.001 - 500.000;500000;62;16;10 - 19;291;291;291;11;14;373;366;25;1371.63923129028;1971.8073864899332
Berlin;0;500.001 - 2.500.000;1885282;42;14;10 - 19;;;;18;20;;;;1934.51802849948;2027.2118625242863
Stuttgart;0;100.001 - 250.000;106000;76;16;20 - 49;291;291;291;28;32;;;;1486.81694720748;1568.868207208515
Bodenkirchen;0;250.001 - 500.000;500000;43;31;10 - 19;;;;17;21;;;;1549.9302439762796;2100.7187308003377
Osnabrück;0;5.000.001 - 25.000.000;5400000;42;16;10 - 19;;;;11;12;;;;1614.5464344970796;2245.728755579455
Lage;0;;;76;13;10 - 19;;;;10;14;;;;1553.1473399914798;2410.381198342465
Plochingen;0;;;49;14;20 - 49;;;;20;21;;;;1901.6592313282795;2877.775810061684
Eberbach;0;250.001 - 500.000;450000;76;4;10 - 19;291;291;292;10;15;13;13;0;1173.24551886468;1324.1888135305749
Zahna-Elster;0;;;72;14;10 - 19;;;;11;14;;;;2138.7365232106795;2766.166505381695
Frankfurt;0;;;50;13;10 - 19;;;;14;17;;;;1611.2066615914796;1737.010817502937
Lübeck;0;;;50;4;10 - 19;;;;16;17;;;;1747.5309467434802;2069.4866829230223
Handewitt;0;;;43;31;10 - 19;;;;11;13;;;;1462.9768580794803;2430.279340810314
Berlin;0;100.001 - 250.000;250000;75;14;10 - 19;;;;17;17;;;;1610.6429927842796;1697.854254941794
Rheinfelden;0;;;76;4;10 - 19;291;290;290;18;21;72;72;1;1928.9937067186806;2547.2705698854024
Lingen;0;500.001 - 2.500.000;750000;75;14;10 - 19;;;;11;14;;;;1360.03081886028;1433.660254204328
Idar-Oberstein;0;250.001 - 500.000;280000;50;4;10 - 19;;;;10;15;;;;1198.4575837762798;2042.6266421840403
Schöneck;0;;;76;13;10 - 19;;;;15;20;;;;1611.2066615914796;2097.9844068590564
Bonn;0;100.001 - 250.000;200000;63;4;20 - 49;;;;41;44;;;;1494.5498344714802;1950.3836644427797
Balingen;0;500.001 - 2.500.000;2000000;43;31;10 - 19;;;;11;12;;;;1462.9768580794803;2255.546467486463
Buxtehude;0;;;78;13;10 - 19;;;;16;17;;;;2282.2939538506803;2374.2103968398965
Eisenhüttenstadt;0;;;85;4;10 - 19;;;;15;16;;;;1604.4404771434797;2469.9828102367032
Langenargen;0;;;76;13;10 - 19;;;;19;21;;;;1934.51802849948;2097.518816684318
Mönchengladbach;0;;;9;14;20 - 49;291;291;291;30;34;331;325;15;2017.9116020674799;2921.507887986219
Poing;0;250.001 - 500.000;294000;24;4;10 - 19;;;;16;20;;;;1450.60444806828;2366.7815909097826
Braunschweig;0;500.001 - 2.500.000;2373812;41;14;10 - 19;;;;11;14;;;;1490.30156428428;2232.4622743208483
Berlin;0;100.001 - 250.000;216000;78;14;20 - 49;;;;34;35;;;;2998.0879496506795;3089.4613522933773
Halle;0;bis 100.000;100000;38;13;10 - 19;;;;13;17;;;;1251.62106138828;1918.1924172666704
Waldbüttelbrunn;0;;;72;14;20 - 49;;;;38;39;;;;2603.5007852866797;2913.2397947407867
Düsseldorf;0;100.001 - 250.000;120000;85;13;10 - 19;;;;10;10;;;;1193.5617397882797;2137.077294521292
Leer;0;;;19;14;10 - 19;;;;13;17;;;;1540.6619834362791;1700.2285050357327
St. Ingbert;0;250.001 - 500.000;421468;41;14;10 - 19;;;;11;11;;;;1175.60943244908;1246.3305495322984
Göttingen;0;;;60;14;20 - 49;291;290;291;35;36;74;72;2;2016.8965565386802;2943.5767999704176
Freienwill;0;;;75;4;20 - 49;;;;22;23;;;;1992.3960180874801;2171.03093975685
Seesen;0;;;75;4;10 - 19;;;;10;13;;;;1527.6317560114799;1581.5495246815801
Salzhausen;0;;;75;4;10 - 19;;;;12;15;;;;1527.6317560114799;1636.290073484512
Dierdorf;0;500.001 - 2.500.000;710000;76;13;10 - 19;;;;11;11;;;;1324.67634002028;2032.9507902494645
Möckern;0;500.001 - 2.500.000;695580;28;4;10 - 19;;;;11;14;;;;1266.7630622770798;1706.3389553892873
Neuss;0;2.500.001 - 5.000.000;4639855;43;24;20 - 49;;;;35;35;;;;2026.30359214908;2310.780512191348
Gevelsberg;0;;;67;14;20 - 49;291;290;291;23;26;285;281;15;1927.4931722722797;2064.628375050821
Sarstedt;0;500.001 - 2.500.000;600000;72;4;10 - 19;;;;10;15;;;;1284.13811853828;1564.3350584834966
Hamminkeln;0;500.001 - 2.500.000;1000000;2;4;10 - 19;;;;10;10;;;;1312.4361262810799;1873.740954985457
Schwielowsee;0;500.001 - 2.500.000;1000000;24;14;10 - 19;;;;11;14;;;;1334.8809225442799;2075.6927813512225
Ainring;0;;;75;4;10 - 19;;;;12;13;;;;1527.6317560114799;1809.1905642989236
Neustadt;0;250.001 - 500.000;500000;27;14;10 - 19;;;;10;12;;;;1200.95640909228;1591.5199806174096
Ludwigshafen;0;;;82;28;10 - 19;;;;10;10;;;;1534.39794045948;2057.0034395690072
Berlin;0;;;49;14;20 - 49;291;291;291;24;25;;;;1938.6510925642797;2580.814186637664
Teltow;0;500.001 - 2.500.000;1333663;30;14;10 - 19;;;;10;12;;;;1500.7965481282802;1592.0961969884922
Rendsburg;0;;;63;4;10 - 19;291;290;290;11;14;43;42;4;1528.8736186786803;2437.206930015106
Berlin;0;;;83;28;10 - 19;;;;13;15;;;;1559.4113829682792;1879.4575830628573
Großalmerode;0;500.001 - 2.500.000;940000;49;4;10 - 19;;;;16;17;;;;1475.1539161090795;1501.6312324498567
Bebra;0;500.001 - 2.500.000;810000;49;31;10 - 19;;;;11;13;;;;1327.63312509708;2230.458343469672
Görmin;0;500.001 - 2.500.000;1989000;42;14;10 - 19;;;;10;13;;;;1553.1473399914798;1704.753213513945
Mönchengladbach;0;;;83;4;10 - 19;;;;10;14;;;;1505.55264741228;2002.5899522055824
Dresden;0;500.001 - 2.500.000;1291966;63;14;10 - 19;291;291;291;19;20;367;359;30;1818.7600814914795;1991.6118869204174
Löhnberg;0;;;75;4;10 - 19;;;;12;17;;;;1527.6317560114799;2145.3210373649194
Obertshausen;0;;;75;4;10 - 19;;;;11;14;;;;1527.6317560114799;2092.9773457583033
Hamburg;0;;;55;14;10 - 19;;;;12;17;;;;1553.1473399914798;2213.1576085760867
Kempten;0;500.001 - 2.500.000;980000;24;31;10 - 19;;;;12;16;;;;1334.8809225442799;1936.8015692726485
Bad Emstal;0;;;75;4;10 - 19;;;;10;11;;;;1527.6317560114799;2380.0402953697435
Kretzhaus;0;;;2;4;10 - 19;;;;16;17;;;;1649.52103770828;1667.583905990897
Schrobenhausen;0;250.001 - 500.000;300000;60;14;10 - 19;291;290;291;12;14;;;;1219.7058086242798;1783.4554945139703
Geilenkirchen;0;;;41;13;10 - 19;;;;10;12;;;;1509.05096381628;2057.765066501678
Maintal;0;250.001 - 500.000;320000;61;4;10 - 19;;;;10;11;;;;1198.4575837762798;1865.7152460739667
Nauen;0;2.500.001 - 5.000.000;3358011;59;14;10 - 19;;;;14;16;;;;1672.3393641922794;1909.3236275919396
Nürtingen;0;;;62;4;10 - 19;;;;10;10;;;;1546.3811555434802;2144.2903080948286
Neuss;0;500.001 - 2.500.000;640000;72;4;10 - 19;;;;19;20;;;;1631.6289516214802;1684.1514119826209
Schmelz;0;;;75;4;20 - 49;;;;30;30;;;;1992.3960180874801;2323.4100543806694
Übach-Palenberg;0;;;42;14;20 - 49;;;;28;31;;;;2017.9116020674799;2169.1543629403573
Berlin;0;500.001 - 2.500.000;1380000;60;14;10 - 19;291;291;291;15;17;2140;2049;233;1488.0142723967992;2244.7569321562733
Langenau;0;;;61;13;10 - 19;291;291;291;14;19;99;98;2;1602.6001368226798;1660.8954737242593
Rodgau;0;500.001 - 2.500.000;2100000;24;14;20 - 49;;;;25;26;;;;1992.76170575148;2821.445199702307
Hochspeyer;0;500.001 - 2.500.000;650000;76;13;10 - 19;;;;10;11;;;;1324.30756846428;1486.926757270399
Bonn;0;100.001 - 250.000;229287;75;;10 - 19;291;291;291;11;13;328;326;21;1189.3114119682798;1613.3939012211413
Nußloch;0;;;83;28;10 - 19;;;;11;12;;;;1501.3520613682801;1675.4601455007396
Gemünden;0;250.001 - 500.000;500000;78;13;10 - 19;;;;16;20;;;;2218.4905497154796;2287.728771878585
Brannenburg;0;;;44;31;10 - 19;;;;10;14;;;;1871.8428987106797;2485.209131645626
Mörfelden-Walldorf;0;;;83;28;10 - 19;;;;10;15;;;;1531.06823139228;2086.663202075196
Paderborn;0;250.001 - 500.000;400000;78;4;10 - 19;;;;13;16;;;;1984.2452018242798;2963.4714237865132
Gribow;0;;;40;4;10 - 19;;;;10;11;;;;2312.85761707668;2313.255782560433
Weimar;0;500.001 - 2.500.000;565000;50;4;10 - 19;;;;11;13;;;;1233.6785586562798;2204.3247254244743
