City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE_OLD;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential_old;Mobile_potential
Berlin;1;500.001 - 2.500.000;650000;72;14;20 - 49;291;291;291;40;44;2922;2803;286;1656.4701135935993;1734.5679303525578
Ried;1;5.000.001 - 25.000.000;9590444;55;14;20 - 49;291;290;291;43;46;138;137;4;2079.3106965730794;2636.0553560334047
Kubschütz;1;2.500.001 - 5.000.000;2600000;47;16;20 - 49;291;290;291;30;30;34;33;2;3170.334656411879;3223.577767395119
Berlin;1;250.001 - 500.000;400000;47;14;20 - 49;291;291;291;22;25;2459;2350;269;1850.7361531307993;1927.9490490185317
St. Andreasberg;1;;;83;28;20 - 49;291;291;292;30;31;3;3;0;1913.43902765268;2550.277929021259
Obersontheim;1;2.500.001 - 5.000.000;3500000;27;14;20 - 49;291;290;292;45;50;15;14;1;2035.0828402246802;2072.857783272637
Harth-Pöllnitz;1;2.500.001 - 5.000.000;2606501;1;8;20 - 49;291;290;290;25;28;64;63;5;2018.8180431586804;2825.997490911957
Berlin;1;;;85;14;20 - 49;291;291;291;42;44;2930;2804;309;1909.8829456715994;2055.4682396445182
Gingen;1;500.001 - 2.500.000;2400000;55;14;20 - 49;291;291;291;27;31;228;224;12;2017.9116020674799;2411.250666326696
Schwäbisch Hall;1;;;41;14;20 - 49;291;290;291;25;30;35;33;2;1940.27300335068;2073.250373039653
Meckenbeuren;1;;;46;14;10 - 19;291;290;291;15;16;86;84;5;1539.6469379074795;1630.230693659062
Mannheim;1;500.001 - 2.500.000;1550000;73;14;20 - 49;291;291;291;42;46;544;532;40;2044.1852858074794;2801.64375172871
Kamp-Lintfort;1;500.001 - 2.500.000;1200000;72;4;10 - 19;291;291;291;16;18;134;134;3;1934.9268051394802;2075.959277907222
Grünwald;1;500.001 - 2.500.000;1610000;47;14;20 - 49;291;290;291;43;46;1416;1372;104;2868.8806208687993;3605.564763205223
Lich;1;5.000.001 - 25.000.000;7552000;38;16;10 - 19;291;290;290;19;23;75;75;4;2006.05999776828;2364.980225685647
Billerbeck;1;2.500.001 - 5.000.000;4500000;24;16;20 - 49;291;290;291;28;33;62;59;7;2071.5597326842803;2074.889805296896
Dresden;1;2.500.001 - 5.000.000;3132448;40;14;20 - 49;291;290;291;30;34;447;444;31;2941.885897490279;3196.895494040407
Erlau;1;500.001 - 2.500.000;2041450;44;16;20 - 49;290;292;290;30;34;70;70;3;3160.034998222681;3853.1353785458828
Erlau;1;500.001 - 2.500.000;2041450;44;16;20 - 49;290;292;290;30;34;70;70;3;3160.034998222681;3406.1788765625997
Datteln;1;;;82;14;20 - 49;291;290;291;29;30;176;172;12;2017.9116020674799;2981.5923737707585
Nürnberg;1;500.001 - 2.500.000;1000000;76;14;20 - 49;291;291;291;30;33;517;505;43;1876.3295223874793;2199.9583140942036
Kemberg;1;2.500.001 - 5.000.000;4500000;1;11;20 - 49;291;291;291;43;43;51;50;3;2089.11814976028;2172.3839188560514
Hilden;1;500.001 - 2.500.000;560000;21;14;10 - 19;291;291;291;11;12;752;745;38;1366.0322803128;1464.108608094015
Emmendingen;1;bis 100.000;40150;78;13;20 - 49;291;291;291;36;39;125;124;9;2983.5888779386796;3207.9487655228736
Pinneberg;1;;;55;16;10 - 19;291;290;291;10;13;369;314;111;1572.4590181714798;2410.997958666407
Wiesbaden;1;bis 100.000;100000;55;14;20 - 49;291;290;290;28;29;364;357;16;1477.9159351114802;1529.7878273586489
Wiesbaden;1;bis 100.000;100000;55;14;20 - 49;291;290;290;28;30;364;357;16;1477.9159351114802;2458.1236885081307
Homburg;1;;;78;46;50 - 99;291;291;291;50;54;103;100;9;2864.6682621598807;3368.76093953789
Kronach;1;100.001 - 250.000;200000;59;14;10 - 19;291;290;291;10;13;41;39;5;1199.45428673148;1787.0980314931148
Bobritzsch-Hilbersdorf;1;500.001 - 2.500.000;1300000;44;14;10 - 19;291;290;290;12;16;61;61;7;1884.3257209714802;2015.2927877797074
Berlin;1;500.001 - 2.500.000;2300000;62;14;20 - 49;291;291;291;20;25;3191;3067;326;1865.2996051955993;2294.7560274084026
Berlin;1;500.001 - 2.500.000;2300000;62;14;20 - 49;291;291;291;20;23;3191;3067;326;1865.2996051955993;2841.4398312299627
Hamburg;1;;;47;14;20 - 49;291;290;291;38;42;1578;1203;606;2294.519187610799;2940.058431139464
Dresden;1;5.000.001 - 25.000.000;8509202;60;11;20 - 49;291;290;291;21;25;721;683;73;2123.289034297079;2390.8686020051814
Immendingen;1;5.000.001 - 25.000.000;5950000;42;14;10 - 19;291;290;291;18;22;49;48;2;1987.31059823628;2456.7276659699537
Dresden;1;;;78;4;20 - 49;291;290;291;20;22;456;450;35;2905.90620405588;3022.0499415217537
Zschopau;1;500.001 - 2.500.000;1300000;31;14;10 - 19;291;292;290;14;15;135;135;8;1468.9140468322803;1574.869743588213
Berlin;1;500.001 - 2.500.000;686506;78;14;20 - 49;291;291;291;20;23;2869;2750;294;2480.795093698799;2493.085433355531
Pliezhausen;1;;;60;14;10 - 19;291;291;291;12;15;232;225;16;1553.1473399914798;2211.7764296415316
Hamburg;1;;;70;14;10 - 19;291;291;291;16;19;1762;1363;650;1548.269760681599;1706.4536503879788
Inning;1;2.500.001 - 5.000.000;3930000;25;31;20 - 49;291;292;291;21;25;86;86;2;2070.87568805628;3021.6108628038237
Erding;1;500.001 - 2.500.000;1300000;1;4;10 - 19;291;291;291;14;19;75;75;2;1470.03382895148;2045.820857535519
Köln;1;500.001 - 2.500.000;711400;66;14;10 - 19;291;290;291;10;13;684;675;27;1418.29638119148;1609.6926418980277
Köln;1;500.001 - 2.500.000;711400;66;14;10 - 19;291;290;291;10;12;684;675;27;1418.29638119148;1909.383260664138
Reppenstedt;1;;;42;14;10 - 19;291;291;291;11;14;79;77;9;1552.1322944626804;2252.008237534232
Düsseldorf;1;;;60;14;20 - 49;291;291;291;23;26;818;808;53;2194.2751717235997;2904.705088522053
Hemer;1;500.001 - 2.500.000;2100000;31;14;10 - 19;291;291;291;16;21;91;89;3;1734.5326861306803;2055.2214205671044
Hemer;1;500.001 - 2.500.000;2100000;31;14;10 - 19;291;291;291;16;19;91;89;3;1734.5326861306803;2311.540979628454
Hemsbach;1;;;42;4;10 - 19;291;291;291;16;18;219;215;12;1747.5309467434802;2484.7060558618873
Meißen;1;500.001 - 2.500.000;2400000;42;16;20 - 49;291;290;290;27;30;93;89;9;2244.2907511426806;2868.152158877725
Taufkirchen;1;500.001 - 2.500.000;1158310;51;14;10 - 19;291;291;291;14;18;1128;1097;79;1575.1863548255992;2197.8453255891363
Bad Hindelang;1;;;44;3;20 - 49;291;290;291;45;46;16;16;1;2408.12391211068;2632.4500386541563
Willich;1;2.500.001 - 5.000.000;4100000;55;14;20 - 49;291;291;291;26;30;372;367;15;2124.06555330108;2580.0661064146816
Neu-Isenburg;1;500.001 - 2.500.000;926000;78;4;10 - 19;291;290;291;11;14;792;765;69;2536.8440632439997;2918.534415505002
Moers;1;;;38;14;10 - 19;291;290;291;13;16;192;191;6;1605.7155105154793;2478.0181593684947
Bochum;1;;;65;14;10 - 19;291;291;291;10;12;545;534;31;1602.1874306914792;1899.0614023925884
Darmstadt;1;500.001 - 2.500.000;2240207;42;14;10 - 19;291;291;291;12;14;231;226;14;1553.1473399914798;2172.870942250457
Gera;1;;;36;4;20 - 49;291;291;290;29;31;84;81;7;1993.6378807546803;2499.919975753629
Herdecke;1;250.001 - 500.000;459000;40;31;20 - 49;291;291;291;26;29;466;456;21;2233.42439725428;2783.2201716823174
Gräfelfing;1;;;40;4;10 - 19;291;290;291;17;19;1290;1249;93;2814.5119544676;3006.057858521702
Gräfelfing;1;;;40;4;10 - 19;291;290;291;17;17;1290;1249;93;2814.5119544676;3395.855417835214
Drebach;1;500.001 - 2.500.000;1950000;40;14;20 - 49;291;290;291;31;33;135;135;4;2709.0454146454795;3437.731371964392
Haar;1;500.001 - 2.500.000;1000000;63;16;10 - 19;291;290;291;12;15;904;880;62;1498.0394730888;1745.078918903923
Heidelberg;1;500.001 - 2.500.000;1052901;49;14;10 - 19;291;290;290;13;17;280;279;16;1357.39384974108;2023.6981342182746
Heidelberg;1;500.001 - 2.500.000;1052901;49;14;10 - 19;291;290;290;13;15;280;279;16;1357.39384974108;1614.2288341665503
Nagold;1;500.001 - 2.500.000;650000;24;14;10 - 19;291;290;291;12;15;85;84;7;1290.5511473794797;1391.2821008825565
Fürstenfeldbruck;1;500.001 - 2.500.000;1650000;41;14;10 - 19;291;290;291;10;13;221;219;17;1475.4495714850802;1969.3927817488861
Heddesheim;1;500.001 - 2.500.000;810000;76;14;10 - 19;291;291;291;10;10;365;354;29;1367.62229810028;2218.243699248719
Heddesheim;1;500.001 - 2.500.000;810000;76;14;10 - 19;291;291;291;10;11;365;354;29;1367.62229810028;2364.373006390911
Erftstadt;1;;;78;28;20 - 49;291;290;290;28;29;133;129;6;2724.14375275068;3648.4651871330484
Leipzig;1;2.500.001 - 5.000.000;2750000;47;14;20 - 49;291;291;291;21;21;645;642;21;2396.2365987106796;3170.215229975978
Burladingen;1;5.000.001 - 25.000.000;6000000;44;31;20 - 49;291;291;292;45;47;;;;3112.162783977481;3632.549414012025
München;1;;;55;14;20 - 49;291;290;291;45;50;1768;1712;128;1993.0210014155996;2743.6294551028113
Schönheide;1;500.001 - 2.500.000;2500000;41;16;10 - 19;291;290;290;14;15;44;44;0;1549.6027485514796;1754.5662705557195
Penig;1;2.500.001 - 5.000.000;4120000;60;11;10 - 19;291;290;290;13;18;112;110;3;1709.7691335850795;2458.3031245505254
Hamburg;1;2.500.001 - 5.000.000;4800000;51;14;20 - 49;291;290;291;30;32;1737;1339;644;1846.2769852691995;2815.5871587558286
Radolfzell;1;500.001 - 2.500.000;1978206;25;14;10 - 19;291;290;290;12;12;70;68;5;1516.89040359468;1685.486453401124
Niederau;1;5.000.001 - 25.000.000;5422700;27;14;10 - 19;291;290;291;11;14;73;70;8;1587.1905101962798;2173.7443833647962
Berlin;1;5.000.001 - 25.000.000;5779173;42;14;20 - 49;291;290;291;40;45;2876;2754;300;1942.5640259171992;2902.1655582469184
Rottweil;1;;;44;16;20 - 49;291;291;290;36;39;55;54;2;2292.54550521468;2351.400019529264
Grünwald;1;;;51;14;20 - 49;291;291;291;25;27;1391;1348;101;2115.0146622203993;2650.138682308134
Maisach;1;500.001 - 2.500.000;2340000;47;14;10 - 19;291;290;291;12;14;204;202;16;2075.05865965668;3049.5204217072055
Chemnitz;1;500.001 - 2.500.000;1520780;44;4;10 - 19;291;290;291;16;21;458;452;17;2567.4049967866804;3097.7335121195406
Hamburg;1;;;73;14;10 - 19;291;291;291;11;13;1680;1284;638;1567.8479665247994;1846.5730654873103
Düsseldorf;1;;;64;28;10 - 19;291;291;291;16;16;897;886;60;1726.6715100935994;2405.4292398271164
Oberhaching;1;500.001 - 2.500.000;850000;72;14;10 - 19;291;290;291;12;12;652;639;42;1515.69287835348;1819.628860848963
Duisburg;1;2.500.001 - 5.000.000;4498872;73;14;50 - 99;291;291;291;50;50;552;546;25;2186.85712002828;2819.8204404958374
Mühlheim;1;500.001 - 2.500.000;1950000;40;14;20 - 49;291;291;291;35;36;419;408;30;2878.31341077828;3778.2646265683625
Hamburg;1;5.000.001 - 25.000.000;8500000;42;14;20 - 49;290;290;291;38;38;1711;1315;643;1923.814626385199;2176.874798895495
Westerheim;1;500.001 - 2.500.000;1856884;40;14;10 - 19;291;292;291;18;20;41;41;1;2533.7795214768;2694.6472381423423
Kesselsdorf;1;500.001 - 2.500.000;565000;44;16;20 - 49;291;291;291;23;24;299;291;28;1770.1142731306797;2513.841916007446
Lommatzsch;1;500.001 - 2.500.000;990000;9;4;20 - 49;291;290;292;22;22;22;22;1;1745.2993753678802;2297.8878903949653
Lommatzsch;1;500.001 - 2.500.000;990000;9;4;20 - 49;291;290;292;22;25;22;22;1;1745.2993753678802;1778.1759663826208
Karben;1;500.001 - 2.500.000;2200000;43;14;20 - 49;291;291;291;38;39;247;244;15;1962.9712989394798;2174.911789583354
Hamburg;1;;;78;4;20 - 49;291;290;290;36;40;1669;1283;628;2687.3746971588002;3641.521176949442
Hamburg;1;500.001 - 2.500.000;1264676;40;4;10 - 19;291;290;291;14;18;1131;880;407;1924.0853143427998;2734.15977112373
Dortmund;1;500.001 - 2.500.000;815000;59;14;20 - 49;291;290;291;28;31;526;513;34;1864.6093234474795;1985.2017050761885
Dorsten;1;5.000.001 - 25.000.000;10068777;85;14;20 - 49;291;291;291;31;31;107;106;4;2079.3106965730794;2730.50945513103
Uebigau;1;;;74;4;20 - 49;291;290;292;30;34;19;19;0;1906.6728432046802;2765.0394625012423
Welzheim;1;;;74;4;20 - 49;291;291;291;35;36;69;67;3;1930.8698625874802;2543.1374672606735
Fürth;1;500.001 - 2.500.000;1800000;47;14;20 - 49;291;291;291;35;37;337;329;23;2763.88261169268;2970.777888869059
Frankfurt;1;500.001 - 2.500.000;1500000;73;14;10 - 19;291;290;291;12;17;813;785;72;1657.5546018887994;1777.620547142557
Düsseldorf;1;500.001 - 2.500.000;1000000;40;14;10 - 19;291;291;291;10;12;869;858;57;2123.034334782;2909.0296902569507
Nürtingen;1;500.001 - 2.500.000;550000;42;16;20 - 49;291;291;291;46;49;325;320;21;1624.9274374234797;2234.1299582950105
Gründau;1;;;74;4;50 - 99;291;290;291;50;51;80;79;2;1895.6260705474801;2176.199247098467
Kiel;1;;;55;14;20 - 49;291;291;291;27;29;161;157;12;2017.9116020674799;2825.755411525565
Frechen;1;500.001 - 2.500.000;1000000;72;14;10 - 19;291;290;291;16;17;740;726;37;1890.1961895827997;2290.1865435790232
Mannheim;1;250.001 - 500.000;500000;78;14;10 - 19;291;290;291;13;16;555;543;36;2308.09026382668;3065.6813321610107
Remscheid;1;;;40;14;20 - 49;291;290;291;24;24;408;398;27;2716.6368938854794;3148.515813683626
Mayen;1;;;78;28;10 - 19;291;290;292;14;14;39;38;1;1623.57722944788;2313.3008516323575
Dessau-Roßlau;1;500.001 - 2.500.000;700000;40;14;10 - 19;291;290;291;10;10;98;97;4;1598.14074687828;2527.272834616031
Köln;1;;;85;4;20 - 49;291;290;291;35;39;1062;1048;47;2187.5089872756;2939.6104982315996
Gunzenhausen;1;500.001 - 2.500.000;950000;44;4;10 - 19;290;292;292;10;13;23;21;2;1791.3806904766802;2435.3738970365926
Nortorf;1;500.001 - 2.500.000;1200000;40;4;10 - 19;291;290;291;13;15;37;34;4;1752.7250102974801;1862.0660549692236
Bergheim;1;500.001 - 2.500.000;1877458;47;14;20 - 49;291;290;291;27;30;206;203;11;2838.39202961268;3393.0019972945265
Essen;1;2.500.001 - 5.000.000;2853915;49;24;10 - 19;291;290;291;15;18;779;772;38;1674.2161676135995;1797.6631375524748
Essen;1;2.500.001 - 5.000.000;2853915;49;24;10 - 19;291;290;291;15;20;779;772;38;1674.2161676135995;2391.3330122214265
Kamen;1;2.500.001 - 5.000.000;3010955;40;16;20 - 49;291;291;291;29;33;210;208;14;2923.0663903102795;3085.972090109788
Kamen;1;2.500.001 - 5.000.000;3010955;40;16;20 - 49;291;291;291;29;33;210;208;14;2923.0663903102795;3643.320031118015
Wachtberg;1;500.001 - 2.500.000;1700000;43;14;10 - 19;291;291;291;12;15;211;208;13;1487.3720514922802;1572.68585155751
Gevelsberg;1;500.001 - 2.500.000;701835;43;31;10 - 19;291;291;291;11;15;277;272;13;1263.9635912122799;1983.687318747087
Dresden;1;500.001 - 2.500.000;1400000;63;14;10 - 19;291;290;291;16;20;502;493;40;1780.5708149314796;2372.5074134948677
Ludwigslust;1;500.001 - 2.500.000;1000000;40;20;10 - 19;291;290;290;11;16;23;23;1;1858.8115073374804;2244.7519162126337
München;1;500.001 - 2.500.000;1381103;62;14;10 - 19;291;291;291;12;14;1761;1705;127;1597.1400997007995;2059.302057986207
Frankfurt;1;500.001 - 2.500.000;877652;40;14;10 - 19;291;291;291;15;20;871;848;75;1801.8790337027992;2413.3846800805286
Friedeburg;1;;;74;4;20 - 49;291;292;291;40;43;20;20;0;1930.8698625874802;2072.504687923681
Burgwedel;1;500.001 - 2.500.000;1200000;63;14;10 - 19;291;290;290;12;15;235;229;11;1429.6041247642802;1923.3144018297253
Burgwedel;1;500.001 - 2.500.000;1200000;63;14;10 - 19;291;290;290;12;14;235;229;11;1429.6041247642802;1709.5320158069424
Berlin;1;500.001 - 2.500.000;804087;61;4;10 - 19;291;291;291;10;10;3165;3042;322;1386.3917255567997;2318.9320374456056
Hagen;1;500.001 - 2.500.000;609000;65;14;20 - 49;291;291;291;30;33;278;273;10;1624.9274374234797;2216.8521926799845
Dudenhofen;1;bis 100.000;100000;40;14;10 - 19;291;290;290;15;17;107;107;4;1762.99340302548;1929.1129968538612
Hamburg;1;250.001 - 500.000;450000;72;4;10 - 19;291;290;291;10;10;1436;1108;531;1293.9274044827998;2145.5890670562508
Spaichingen;1;500.001 - 2.500.000;1600000;40;14;10 - 19;291;290;292;10;11;79;78;4;1799.2575002026797;2502.4710955727624
Hattingen;1;500.001 - 2.500.000;630000;43;14;10 - 19;291;291;291;12;12;;;;1263.59481965628;2181.7895875429053
Würzburg;1;2.500.001 - 5.000.000;3347670;55;16;20 - 49;291;291;291;31;35;176;173;9;2079.04430466828;2485.4093712403305
Dessau-Roßlau;1;500.001 - 2.500.000;1045000;38;14;10 - 19;291;290;291;17;18;98;97;4;1667.4895422154796;2107.6189516127665
Osnabrück;1;;;36;16;10 - 19;291;290;291;14;18;220;217;12;1611.2066615914796;2540.6343616567474
Herzebrock-Clarholz;1;;;44;16;20 - 49;291;291;291;24;26;56;52;6;3058.468217518681;3347.2374471890334
Bexbach;1;500.001 - 2.500.000;1784206;47;14;20 - 49;291;290;291;25;28;126;124;10;2581.28984033268;2900.9984109843404
Altenkirchen;1;500.001 - 2.500.000;1747000;47;4;10 - 19;291;291;292;15;15;22;22;0;2048.2404013858804;2877.6526709260934
Moers;1;500.001 - 2.500.000;560000;38;4;10 - 19;291;290;291;10;11;193;192;6;1228.1874075802798;1585.8134029320256
Berlin;1;;;72;14;10 - 19;291;291;291;10;14;3169;3045;321;2050.1059497479996;2906.24827910087
Bürstadt;1;500.001 - 2.500.000;900000;63;16;10 - 19;291;291;291;14;15;131;129;2;1425.68161970028;1551.4164912710164
Velbert;1;;;78;14;50 - 99;291;291;290;50;53;305;300;15;2696.4914399506806;3084.0247959444127
Velbert;1;;;78;14;50 - 99;291;291;290;50;53;305;300;15;2696.4914399506806;3070.6575241166306
Velbert;1;;;78;14;50 - 99;291;291;290;50;52;305;300;15;2696.4914399506806;3245.4972098117746
Starnberg;1;;;67;13;10 - 19;291;291;291;10;12;117;115;5;1519.91031110028;2000.8832646223063
Dortmund;1;;;17;14;10 - 19;291;290;291;18;20;438;429;28;2002.3075187314796;2454.451031902798
München;1;;;;;;291;291;291;10;11;2998;2742;363;1527.0194583935993;1720.591659376999
Dorfen;1;;;63;14;10 - 19;291;292;291;17;20;23;23;0;1866.0972144226803;2188.197914063978
Bonn;1;;;62;14;20 - 49;291;290;291;22;23;363;360;20;2025.50308130748;2906.915447683926
Dortmund;1;500.001 - 2.500.000;1275448;63;4;10 - 19;291;291;291;19;21;521;510;26;1891.7341165234793;2013.0318180593176
Lampertheim;1;;;63;13;10 - 19;291;290;291;13;14;294;288;15;1611.2066615914796;2341.4050755205053
Duisburg;1;500.001 - 2.500.000;1200000;50;14;20 - 49;291;290;291;20;20;495;489;24;2012.9599445986796;2583.8859880130867
Dülmen;1;;;82;4;10 - 19;291;291;291;17;18;48;47;4;1856.8654079698804;2021.3112659119622
Haren;1;250.001 - 500.000;500000;44;16;10 - 19;291;290;292;10;14;17;17;0;1383.4477476646803;2164.8004893740954
Heroldsberg;1;;;40;16;10 - 19;291;291;290;15;17;305;297;31;2329.73546796228;3127.569010036859
Gelsenkirchen;1;;;40;14;10 - 19;291;291;291;15;20;573;564;36;2416.0627539982797;3084.3965109051464
Annaberg-Buchholz;1;;;61;14;20 - 49;291;290;291;23;25;88;85;11;2009.30507729868;2389.0745648334273
Hannover;1;250.001 - 500.000;375000;36;14;10 - 19;291;290;291;11;15;755;742;31;1330.8113054327998;2284.8293526050315
Essen;1;;;;4;10 - 19;291;290;291;13;17;721;714;39;1567.482953108279;2099.262192255278
Bielefeld;1;;;72;4;10 - 19;291;290;291;13;15;192;186;15;2190.0296603626794;3020.07231179007
Swisttal;1;;;41;14;10 - 19;291;291;291;12;16;250;246;12;1497.8930435242798;2046.6647025697403
Pliezhausen;1;;;68;14;10 - 19;291;291;291;15;19;236;231;14;1611.2066615914796;1905.7970439270941
Bergisch Gladbach;1;2.500.001 - 5.000.000;2800000;55;20;10 - 19;291;291;291;10;15;438;433;13;1529.5966342546799;1707.52927324696
Kirchheim;1;500.001 - 2.500.000;1650000;43;14;10 - 19;291;291;291;18;20;387;382;18;1852.45206840348;2618.5539549457085
Tittmoning;1;;;73;14;20 - 49;290;292;292;24;28;8;8;1;1992.69953715588;2074.6415012284187
Essen;1;5.000.001 - 25.000.000;9157556;47;14;20 - 49;291;290;291;22;23;845;838;42;2385.9187622543996;3209.3225679637094
Hohenlockstedt;1;;;75;14;10 - 19;291;290;291;10;15;52;51;3;1544.54081522268;2187.945270447847
Marl;1;;;43;31;10 - 19;291;290;291;13;16;262;260;15;1521.0361796794796;2346.37166582607
Bielefeld;1;500.001 - 2.500.000;1300000;40;14;10 - 19;291;291;291;13;17;219;210;22;1768.0977195142796;2641.9291641813097
Aschaffenburg;1;bis 100.000;100000;72;4;20 - 49;290;290;290;26;29;133;130;9;1494.1679477014802;2216.694520257253
Lindenau;1;500.001 - 2.500.000;2093518;40;14;20 - 49;291;292;292;23;26;15;14;2;2853.1013458666803;3306.3054029357645
Berlin;1;;;71;14;10 - 19;291;291;291;11;16;3124;2999;319;1523.6441671415994;2113.443091172417
Kaiserslautern;1;;;43;14;10 - 19;291;291;291;14;16;79;79;1;1547.6598336946795;1892.755111712562
Apolda;1;500.001 - 2.500.000;760000;35;4;10 - 19;291;290;291;11;16;43;43;3;1312.2604158802799;1591.9957754195443
Preußisch Oldendorf;1;500.001 - 2.500.000;990000;40;4;10 - 19;291;290;290;14;18;39;39;1;1574.5229658816002;1582.045625567393
Wuppertal;1;500.001 - 2.500.000;640000;25;14;10 - 19;291;290;290;12;16;440;432;24;1375.28163243948;1501.5609678440878
Wuppertal;1;500.001 - 2.500.000;640000;25;14;10 - 19;291;290;290;12;14;440;432;24;1375.28163243948;2326.4309835040276
Leutkirch;1;;;24;14;10 - 19;291;291;290;12;16;28;28;0;1510.4899068106802;2322.2889619598304
Erding;1;;;82;4;10 - 19;291;291;291;13;15;71;71;2;1497.9613723018801;1782.1073817400297
Haar;1;;;40;4;10 - 19;291;290;291;17;21;727;709;47;3047.7165670966797;3399.586885618173
Karlsbad;1;500.001 - 2.500.000;2500000;55;16;20 - 49;291;290;290;34;35;108;106;5;2016.60206921148;2943.5737891243116
Berlin;1;500.001 - 2.500.000;690000;78;14;10 - 19;291;291;291;18;19;2833;2713;291;2488.3977678599995;3137.50032822158
Eschede;1;500.001 - 2.500.000;1800000;44;14;10 - 19;291;292;290;19;22;5;4;1;3323.19295119468;3703.720422612143
Mönchengladbach;1;;;13;15;10 - 19;291;291;291;11;13;271;266;14;1482.60266183628;1703.2554031421446
Neuwied;1;500.001 - 2.500.000;1800000;76;13;20 - 49;291;290;290;23;27;190;185;18;2009.01058997148;2296.591019463756
Aresing;1;500.001 - 2.500.000;1500000;15;14;10 - 19;290;292;290;13;15;31;29;2;1560.0977323954799;2073.7400616243635
Burgthann;1;2.500.001 - 5.000.000;3728216;51;14;10 - 19;291;290;290;11;15;50;49;2;1567.3386834802798;2107.392082347996
Leverkusen;1;;;63;20;10 - 19;291;290;291;16;20;659;652;25;1837.0821869914796;2525.594890380715
Angermünde;1;;;78;4;20 - 49;291;290;292;39;43;;;;2709.67304025588;3063.391825444303
Kassel;1;;;25;14;20 - 49;291;291;291;49;52;213;209;17;2017.9116020674799;2890.336239820725
Hannover;1;500.001 - 2.500.000;809349;35;14;20 - 49;291;291;291;20;24;637;627;26;1774.510438568279;2331.54167592102
Leubsdorf;1;500.001 - 2.500.000;1000000;42;14;10 - 19;291;290;290;18;19;52;51;5;1722.77822662668;2385.906272732986
Bietigheim-Bissingen;1;500.001 - 2.500.000;1000000;61;20;10 - 19;291;291;291;15;19;307;306;9;1425.68161970028;1747.9611194344661
Langenfeld;1;5.000.001 - 25.000.000;12000000;42;14;20 - 49;291;291;291;33;34;453;448;17;2080.6432940638792;2178.941358928714
Reichenbach;1;;;82;14;10 - 19;291;291;291;13;15;54;51;9;1504.7275567498798;2209.659837301394
Eime;1;500.001 - 2.500.000;836087;43;14;10 - 19;291;292;290;10;14;41;41;4;1281.8105331874801;1677.9649971874587
Stuttgart;1;500.001 - 2.500.000;957687;30;4;10 - 19;291;291;291;12;14;863;841;57;1491.2732886407998;2142.27207338275
Stuttgart;1;500.001 - 2.500.000;957687;30;4;10 - 19;291;291;291;12;13;863;841;57;1491.2732886407998;2011.5244103476907
Köln;1;500.001 - 2.500.000;1100000;41;14;10 - 19;291;291;291;10;13;836;824;43;1378.4043164616;1960.8243014746733
Wuppertal;1;;;50;14;20 - 49;291;291;290;20;21;417;408;24;1972.0187287354797;1996.661450880062
Utzenfeld;1;;;41;14;10 - 19;291;290;291;12;14;6;6;0;1475.50874127468;1752.460335368441
Flensburg;1;;;40;14;10 - 19;291;291;291;11;13;43;42;1;2319.62380152468;3014.8305008371253
Freiburg;1;;;61;13;20 - 49;291;290;291;30;31;252;247;14;2017.9116020674799;2539.6068189313255
Dessau-Roßlau;1;500.001 - 2.500.000;1525000;40;14;20 - 49;291;290;291;27;28;98;97;4;2741.9747920294803;2960.692638601431
Chemnitz;1;500.001 - 2.500.000;1450000;44;4;10 - 19;291;290;291;14;17;451;445;16;2042.1608022586797;2980.540494326956
Iserlohn;1;2.500.001 - 5.000.000;3000000;85;14;20 - 49;291;290;291;32;33;131;129;4;2079.04430466828;2562.388433982441
Schwelm;1;5.000.001 - 25.000.000;6018660;22;14;10 - 19;291;291;291;13;17;293;289;12;1672.6057560970792;2126.295339765124
Düsseldorf;1;;;43;16;10 - 19;291;291;291;15;17;897;886;60;1675.8485480807992;1818.400571158412
Neusäß;1;500.001 - 2.500.000;1500000;76;4;20 - 49;291;290;291;36;39;328;326;14;1957.67888187948;2077.0621063100925
München;1;;;83;28;10 - 19;291;291;291;10;11;1783;1727;129;1571.4865192895993;2330.4669502040206
Hamburg;1;;;78;28;20 - 49;291;290;291;35;39;1759;1370;636;1939.8740991995994;2314.512331084103
Hamburg;1;500.001 - 2.500.000;541958;44;14;10 - 19;291;291;291;15;16;1654;1262;631;1396.151108184;1581.8131575239834
Lengerich;1;500.001 - 2.500.000;695745;78;14;10 - 19;291;290;291;11;15;51;51;0;2009.1030053026798;2396.1103738088814
Bempflingen;1;;;1;4;20 - 49;291;290;290;23;26;391;370;37;2002.24440552348;2841.286309359069
Esslingen;1;500.001 - 2.500.000;910000;75;46;20 - 49;291;290;291;20;22;724;710;47;1812.7268042794792;2621.2900152460224
Cham;1;100.001 - 250.000;212000;50;14;10 - 19;291;291;291;15;18;27;27;2;1257.5136083314799;1429.0763784875062
Schramberg;1;5.000.001 - 25.000.000;5871000;33;31;20 - 49;291;291;292;21;22;26;25;1;1944.4571547094797;2084.71246886899
